Time stamp,IMSI,Cell ID,RNTI,RSRP,SINR,CQI
+21214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+22214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+23214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+24214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+25214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+26214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+27214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+28214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+29214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+30214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+31214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+32214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+33214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+34214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+35214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+36214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+37214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+38214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+39214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+40214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+41214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+42214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+43214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+44214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+45214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+46214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+47214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+48214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
+49214285ns,1,1,1,2.7981752995723132e-15,5.9000960936864217,8
